method,celltype,ks_celltype,ks_inter_celltype,celltype_omics_ASW
Multigrate,B cells,0.9706832832070746,0.8299168601414509,0.4372327021822665
Multigrate,Memory T cells,0.6674408839983964,0.5442925859382359,0.5115311452724922
Multigrate,NK/Effector T cells,0.8650192391455895,0.7007008282300529,0.4819349664427869
Multigrate,CD16 Monocytes,0.7875403663101519,0.7058675139059831,0.5382712206673601
Multigrate,Naive CD4 T cells,0.6716973849601049,0.635061614486556,0.5075604087548394
Multigrate,Naive CD8 T cells,0.6803574541128692,0.6483510357246564,0.5176079375920091
MIDAS,CD14 Monocytes,0.4503912781349938,0.4609804369054125,0.9604393956103288
MIDAS,B cells,0.6562208573247782,0.6866023998875159,0.9574829758980148
MIDAS,Memory T cells,0.3938762977738618,0.3866602868889932,0.9828250685902252
MIDAS,NK/Effector T cells,0.6416216565454438,0.6510028446442742,0.9808187760917272
MIDAS,CD16 Monocytes,0.6232697903845971,0.6265848050300065,0.9637408265015212
MIDAS,Naive CD4 T cells,0.4376406525693674,0.4400317157515263,0.9741795184334814
MIDAS,Naive CD8 T cells,0.4377128809815495,0.4438573471280781,0.9594511500164892
scButterfly,CD14 Monocytes,0.9134733636486444,0.9264260013216588,0.6369697831713155
scButterfly,B cells,0.9920451570718034,0.993449120990042,0.7007301466343413
scButterfly,Memory T cells,0.7056692305528199,0.684173656116319,0.8066455770578049
scButterfly,NK/Effector T cells,0.8955408122326046,0.9064391170358868,0.8532571572669966
scButterfly,CD16 Monocytes,0.8210440379985561,0.7426407533560409,0.4589932313203023
scButterfly,Naive CD4 T cells,0.7396405204559827,0.7453930489085459,0.8189025627902584
scButterfly,Naive CD8 T cells,0.833543480894792,0.8317294514191155,0.7188777042407493
Conos,CD14 Monocytes,0.8985426843095222,0.9081732114765028,0.6270199600938247
Conos,B cells,0.9946523325871176,0.9960371318822024,0.5720855567047379
Conos,Memory T cells,0.6231748017870637,0.591144751251764,0.4982663041637552
Conos,NK/Effector T cells,0.8829861074609252,0.8845962345337531,0.8446226544793854
Conos,CD16 Monocytes,0.7846146675670151,0.7166900420757363,0.3612892754225085
Conos,Naive CD4 T cells,0.6038379805495677,0.4753212532741673,0.316703136765092
Conos,Naive CD8 T cells,0.6410090569282675,0.4741445316850429,0.2734137331711084
MIRA,CD14 Monocytes,0.9032656612638924,0.9039317155601903,0.8275850899830981
MIRA,B cells,0.9967772016401631,0.99857251617815,0.7628334811082004
MIRA,Memory T cells,0.5601269509445859,0.5726949451722736,0.8520555739980321
MIRA,NK/Effector T cells,0.8688118435086999,0.89530735754608,0.8397358317057476
MIRA,CD16 Monocytes,0.7152726335976185,0.7150955529476868,0.7240504182279918
MIRA,Naive CD4 T cells,0.5929548951729697,0.5945006858185126,0.8425896870126627
MIRA,Naive CD8 T cells,0.6141500147350414,0.6287227751358955,0.7938660164444915
