method,celltype,ks_celltype,ks_inter_celltype,celltype_omics_ASW
Cobolt,Macrophages,0.7427181733146097,0.4677635974410228,0.5257800361067366
Cobolt,DC,0.6009000725921227,0.12544629192551,0.5806576738939107
Cobolt,T-cells,0.6721175945346347,0.1909874224783828,0.6211727171410808
Cobolt,Luminal progenitor,0.8860869105100618,5.887946490368279e-06,0.3271806886848548
Cobolt,B-cells,0.5297763670235603,0.105400892556041,0.6565017608600866
Cobolt,Basal progenitor,0.4108287197402754,2.765559880911768e-05,0.6343934390926751
Cobolt,Endothelial,0.4027170912574891,0.0,0.6457038380077524
Cobolt,Plasma,0.6693531633045997,0.1035750890318436,0.6371074754737839
Cobolt,Pericytes,0.3791339667390964,0.0001888855751068,0.6185154237929632
simba,Tumor,0.7706390818800648,0.8193800532304234,0.7103926752463077
simba,Luminal mature,0.8092054037218719,0.7330012925328974,0.7555913228212606
simba,Fibroblasts,0.9177090874224582,0.9501315558472913,0.6335753060351939
simba,Macrophages,0.8629053541307836,0.9057337473716895,0.6706146169735792
simba,DC,0.7647948397271396,0.79732190705913,0.7155105900203708
simba,T-cells,0.8393349646693636,0.855181365334054,0.5922760440788309
simba,Luminal progenitor,0.9663750243388628,0.9793890181525676,0.5291714549316436
simba,B-cells,0.7599732144050938,0.794839019020298,0.7275690123689877
simba,Basal progenitor,0.8389385807529075,0.8851367665658102,0.632139624498439
simba,Endothelial,0.9316115278610204,0.9102886744989872,0.7288922464993879
simba,Plasma,0.9227774128893772,0.9213802908586564,0.6686166940106664
simba,Pericytes,0.8285364208313806,0.8092508485648957,0.7463756825114618
Portal,Tumor,0.3582285569729936,0.2942288928879419,0.908157880735036
Portal,Luminal mature,0.8286183446235303,0.8104787977886787,0.9473508314263744
Portal,Fibroblasts,0.9248251292107124,0.9165581557203611,0.9119692185801704
Portal,Macrophages,0.8519406052102854,0.8388440226162502,0.9035659123841266
Portal,DC,0.7664242038436782,0.7336052136165215,0.8061291478229616
Portal,T-cells,0.7795308168470785,0.8115612363226904,0.9216072848211588
Portal,Luminal progenitor,0.9404337017134085,0.940401262043587,0.90922934584401
Portal,B-cells,0.7077641642017878,0.7299205457249269,0.8951594293083959
Portal,Basal progenitor,0.7364319501654015,0.7360940864945575,0.934314429213988
Portal,Endothelial,0.923745239061926,0.9296859392017736,0.8237049707640022
Portal,Plasma,0.8669074131338709,0.8720836827093464,0.9071659505742948
Portal,Pericytes,0.8533644355445728,0.8661784045559768,0.9206755089194332
scDART,Tumor,0.7956116347245639,0.793487542517506,0.9916286114507624
scDART,Luminal mature,0.6946354745775909,0.518374180487425,0.5394838720377922
scDART,Fibroblasts,0.8719356114311518,0.6154936390397329,0.3729728448936525
scDART,Macrophages,0.8497882543185984,0.593804269913812,0.4960857597510461
scDART,DC,0.6893208590711898,0.4897352675543427,0.5468725083868934
scDART,T-cells,0.6701422857706659,0.6281743013446444,0.928076173976961
scDART,Luminal progenitor,0.8991115173343006,0.4753302070107498,0.3067437183544457
scDART,B-cells,0.544566988499873,0.5258836275093854,0.7637331821359912
scDART,Basal progenitor,0.4981495278599167,0.5030388022432764,0.6168620864028871
scDART,Endothelial,0.625831217360856,0.5345765477210869,0.4339055718685105
scDART,Plasma,0.7177686041685073,0.5853516570286119,0.5488278656384521
scDART,Pericytes,0.5032418729495974,0.4497203641373042,0.5612047475726769
MaxFuse,Tumor,0.426776337716354,0.4417231638792406,0.8151470103810832
MaxFuse,Luminal mature,0.471187900023359,0.505711936463443,0.7839547865989296
MaxFuse,Fibroblasts,0.8096806543065209,0.8883757091470468,0.765714878925349
MaxFuse,Macrophages,0.7710388407634964,0.8176063503409584,0.6933094989189338
MaxFuse,DC,0.5969294055043627,0.4910032690425031,0.4217203782034193
MaxFuse,T-cells,0.7480363392415275,0.7998994216399378,0.5683098443339457
MaxFuse,Luminal progenitor,0.9569985847349698,0.971219127979663,0.9535868592149478
MaxFuse,B-cells,0.7404571787028522,0.7789317368445292,0.6896914131012007
MaxFuse,Basal progenitor,0.8348403237772293,0.8751927439647971,0.8297619990607804
MaxFuse,Endothelial,0.7466296156663594,0.4475417394367861,0.2904865868909962
MaxFuse,Plasma,0.8673611678355135,0.7327426308750042,0.2673591527692827
MaxFuse,Pericytes,0.723370542371437,0.4414216124863306,0.4440407309447345
MIDAS,Tumor,0.2022708708482042,0.2029287718202952,0.990661112489281
MIDAS,Luminal mature,0.6974844662462042,0.3086652028342287,0.7265585037879366
MIDAS,Fibroblasts,0.6174761585409688,0.5026829355198461,0.895935760665405
MIDAS,Macrophages,0.5369861483387988,0.5446823108018921,0.9586998774540464
MIDAS,DC,0.6483120479244566,0.4961903299505917,0.814689701451912
MIDAS,T-cells,0.6690848109411716,0.6837085812026417,0.9604404502528264
MIDAS,Luminal progenitor,0.6263917480591322,0.5884212082406147,0.8945455933410817
MIDAS,B-cells,0.5731308430999982,0.3600402563870198,0.8193749418603762
MIDAS,Basal progenitor,0.576530944705948,0.4753397113956463,0.8622692110466306
MIDAS,Endothelial,0.7103909017479867,0.4487247237957754,0.7496553268502448
MIDAS,Plasma,0.7192994337191334,0.7187204280641041,0.918868324613302
MIDAS,Pericytes,0.5309803587405735,0.5019781858463637,0.943036023686954
scButterfly,Tumor,0.6216539521970663,0.6579085777506509,0.7124125105803896
scButterfly,Luminal mature,0.3532400996651873,0.31203559915907497,0.7190085252630701
scButterfly,Fibroblasts,0.8237377941300096,0.05072398375173781,0.32233751397030447
scButterfly,Macrophages,0.8434984317782761,0.9452046241393367,0.617554455705939
scButterfly,DC,0.7519186721263535,0.7709113471061282,0.6756118212802487
scButterfly,T-cells,0.769587991106138,0.7805123318274733,0.7087644225643106
scButterfly,Luminal progenitor,0.6212785109915375,0.4268297432100205,0.6351346393086486
scButterfly,B-cells,0.6525167168556117,0.6199809210203782,0.6786297949388438
scButterfly,Basal progenitor,0.41023104202113625,0.31946454252828926,0.6673990979543966
scButterfly,Endothelial,0.829872724792538,0.6821785171866375,0.46654792272819434
scButterfly,Plasma,0.812761181143753,0.6869329411986973,0.4043084442222356
scButterfly,Pericytes,0.69130984335279,0.2442790393819323,0.46577994031320263
