method,celltype,ks_celltype,ks_inter_celltype,celltype_omics_ASW
scDART,non-classical monocytes,0.807322279061563,0.686364317901185,0.7291432275912213
scDART,memory B cells,0.9183277042012282,0.709381370038494,0.3328720646062167
scDART,CD56 (dim) NK cells,0.9084787023328376,0.909936132712899,0.9684685312256892
scDART,naive B cells,0.8484853255555562,0.6998988950725442,0.3847889311190327
scDART,intermediate monocytes,0.6879264368876843,0.7101837036502971,0.7945553334990124
scMoMaT,naive CD4 T cells,0.5682829687669007,0.5803764254526442,0.7471650520607304
scMoMaT,naive CD8 T cells,0.6408057834044452,0.6573202007168263,0.7558974942650517
scMoMaT,CD56 (bright) NK cells,0.7680479097222503,0.7546660168611996,0.8037708545520416
scMoMaT,classical monocytes,0.6413236214722247,0.6010549671630071,0.8414939331387107
scMoMaT,memory CD4 T cells,0.535268746419454,0.5346112051846901,0.8517137674701114
scMoMaT,myeloid DC,0.6006983539451072,0.4938332679220823,0.8486205826353637
scMoMaT,effector CD8 T cells,0.4323504501017304,0.4086794264641044,0.8341550065293464
scMoMaT,non-classical monocytes,0.6464583445708063,0.3768223038447464,0.7868180925503568
scMoMaT,memory B cells,0.7851701892170518,0.7957076620922606,0.7986464990943368
scMoMaT,CD56 (dim) NK cells,0.7437711885209032,0.7604051611815228,0.7721285797476316
scMoMaT,naive B cells,0.8104914937122817,0.8083387292396289,0.7795729678594595
scMoMaT,intermediate monocytes,0.5567890305258152,0.418641523422682,0.8168000349111912
simba,naive CD4 T cells,0.6934373051706612,0.7970458064419588,0.5784417889875634
simba,naive CD8 T cells,0.7842152095715107,0.8487445618599501,0.5535283907405184
simba,CD56 (bright) NK cells,0.9468147360555588,0.9765176844014688,0.4885012683611792
simba,classical monocytes,0.8470013200315293,0.8657193231198413,0.607691818206609
simba,memory CD4 T cells,0.7154994698756653,0.805599728594269,0.668129924336895
simba,myeloid DC,0.8140962226215682,0.8240118869570063,0.7206296352813251
simba,effector CD8 T cells,0.6590825075256648,0.7104846611290306,0.7026801707909366
simba,non-classical monocytes,0.888829617799574,0.8834782760817494,0.7207234549803431
simba,memory B cells,0.9687710537999484,0.975798963496816,0.5059747664338321
simba,CD56 (dim) NK cells,0.908111791849021,0.9375957264878668,0.540038037251717
simba,naive B cells,0.9631431828147312,0.964589965203597,0.5063569895932273
simba,intermediate monocytes,0.7429072998923716,0.7481732314328906,0.6341663430128006
scglue,naive CD4 T cells,0.7239834088863033,0.7193846998352722,0.95051086369132
scglue,naive CD8 T cells,0.7942115396571412,0.7938185517973451,0.9249528932909842
scglue,CD56 (bright) NK cells,0.9545837149755204,0.9545022030681236,0.935917167954464
scglue,classical monocytes,0.855820441384375,0.8595886974900208,0.9586223355062362
scglue,memory CD4 T cells,0.7125990149319346,0.7165469765350349,0.973984041029991
scglue,myeloid DC,0.8571612379739737,0.851343903438583,0.9497101921933552
scglue,effector CD8 T cells,0.564760570250008,0.5700498638396639,0.9690757516555578
scglue,non-classical monocytes,0.879518830846025,0.8042409785567148,0.8549615987654791
scglue,memory B cells,0.9677488449565702,0.9675182830908906,0.9234002447791532
scglue,CD56 (dim) NK cells,0.9071071001046724,0.9113433446228492,0.94429948385255
scglue,naive B cells,0.9618105342450975,0.9608355866157452,0.90925221181111
scglue,intermediate monocytes,0.7348298555693874,0.7342585532935859,0.928938486089778
Unioncom,naive CD4 T cells,0.7304028271968384,0.0767985531600675,0.4343055036029837
Unioncom,naive CD8 T cells,0.6390591765572926,0.3283009128788167,0.549166644389486
Unioncom,CD56 (bright) NK cells,0.755757498829433,0.6848887047570695,0.7681197428106386
Unioncom,classical monocytes,0.6537824086068547,0.0,0.4862842193388377
Unioncom,memory CD4 T cells,0.6528678150910221,0.5356866623992063,0.6305916847923277
Unioncom,myeloid DC,0.4691385698507609,0.3797588523185506,0.6914773515885979
Unioncom,effector CD8 T cells,0.4576639453271236,0.0572699475485107,0.5646643847485274
Unioncom,non-classical monocytes,0.7682124290581369,0.6050906116927061,0.412708475949295
Unioncom,memory B cells,0.8559400003616249,0.7882640532205412,0.6486932745285562
Unioncom,CD56 (dim) NK cells,0.686220687971024,0.0359704495229993,0.3800236367709684
Unioncom,naive B cells,0.9466387897723176,0.6366652618878904,0.2977527258722281
Unioncom,intermediate monocytes,0.5663101950914747,0.000688037505196,0.5181222334677651
Portal,naive CD4 T cells,0.6161983613637529,0.5942382692756788,0.9062288666648324
Portal,naive CD8 T cells,0.6636997870486343,0.6241340803288066,0.9068652000590492
Portal,CD56 (bright) NK cells,0.9414270827607094,0.9496344616207067,0.8662763726373567
Portal,classical monocytes,0.8378967676290742,0.8466683891675444,0.9260359316019762
Portal,memory CD4 T cells,0.6663967767745261,0.6591625076001564,0.9300225803894454
Portal,myeloid DC,0.7840878321397802,0.7459262490473215,0.9045204041141564
Portal,effector CD8 T cells,0.5751136939392647,0.584257973390511,0.9391925378072894
Portal,non-classical monocytes,0.8532778019940258,0.8050840113477824,0.8517835094505054
Portal,memory B cells,0.967663040483506,0.9677153985703262,0.9052211276564024
Portal,CD56 (dim) NK cells,0.8942573205842523,0.8899695925551766,0.8958120371734185
Portal,naive B cells,0.9591256862815268,0.9593144993298068,0.9151859864471036
Portal,intermediate monocytes,0.715790407566567,0.7154165523573466,0.9047972640939906
scJoint,naive CD4 T cells,0.8274200418135133,0.8165969249474478,0.8914116750200467
scJoint,naive CD8 T cells,0.8963544853800001,0.9028002667467484,0.9235912817107398
scJoint,CD56 (bright) NK cells,0.9649905597595232,0.9758171825614304,0.9160961385415456
scJoint,classical monocytes,0.850128684574407,0.8915504198678974,0.874775432654652
scJoint,memory CD4 T cells,0.8740671279829271,0.8816880538212264,0.9345981164473482
scJoint,myeloid DC,0.6512980689981109,0.614607959664516,0.7387681915835752
scJoint,effector CD8 T cells,0.7042541709239433,0.7080247689802412,0.8553581428060885
scJoint,non-classical monocytes,0.7219606887684069,0.5573785842679266,0.5679913606877769
scJoint,memory B cells,0.9686622113778784,0.9816959554532434,0.895387456198785
scJoint,CD56 (dim) NK cells,0.9057301092893064,0.90971164879237,0.899711133372294
scJoint,naive B cells,0.9301675892809032,0.9492169798609612,0.7304745607984741
scJoint,intermediate monocytes,0.7096081719224323,0.6972614770855678,0.6690490818369714
scBridge,naive CD4 T cells,0.8958947447911909,0.8903628009979504,0.785587635136081
scBridge,naive CD8 T cells,0.9498545572274866,0.9524077328279262,0.9069552777693656
scBridge,CD56 (bright) NK cells,0.9804251292620968,0.9830432428537552,0.9360399221955574
scBridge,classical monocytes,0.9175378090003748,0.9465136781428226,0.9377512483758366
scBridge,memory CD4 T cells,0.9332671060571563,0.9313025535884768,0.844105408997984
scBridge,myeloid DC,0.8410937153291573,0.7932875704555638,0.5424478910269572
scBridge,effector CD8 T cells,0.6380248500071244,0.6305715394036989,0.5096195543863091
scBridge,non-classical monocytes,0.9206854919243268,0.9029549317806426,0.5982289109317629
scBridge,memory B cells,0.9815027187124656,0.981055611850278,0.9337882682804628
scBridge,CD56 (dim) NK cells,0.9346744006394878,0.9386341668443806,0.7605373407365997
scBridge,naive B cells,0.9759986786722988,0.9759903898928484,0.9223515566843112
scBridge,intermediate monocytes,0.7216977616370309,0.6629722753697089,0.3864764273242833
Cobolt,naive CD4 T cells,0.7332826453850548,0.7376111938682364,0.973833430432447
Cobolt,naive CD8 T cells,0.7877070249278026,0.7930720180042953,0.9658553394048076
Cobolt,CD56 (bright) NK cells,0.9399917533136676,0.9376429910663366,0.9624190758931632
Cobolt,classical monocytes,0.8504065487940273,0.8516994161699476,0.9843502590003468
Cobolt,memory CD4 T cells,0.7140546505547165,0.7186879287793895,0.9808247966091728
Cobolt,myeloid DC,0.865754254463932,0.8778219244494905,0.9116517373151658
Cobolt,effector CD8 T cells,0.6819426761246317,0.6917243453451215,0.950634291086536
Cobolt,non-classical monocytes,0.8778039220116948,0.87316626308953,0.930257170062768
Cobolt,memory B cells,0.945617444454834,0.9471755949998129,0.9675656689671668
Cobolt,CD56 (dim) NK cells,0.8389304120281634,0.8473008980281275,0.9584658482302738
Cobolt,naive B cells,0.9662717104256824,0.9655001480536436,0.972116961015713
Cobolt,intermediate monocytes,0.7734413684791324,0.7767972851632552,0.9836934991511762
scglue(multiome),naive CD4 T cells,0.7470265547405786,0.7476884955811125,0.933431455558286
scglue(multiome),naive CD8 T cells,0.8161301119531716,0.8093724037656146,0.8896490374705234
scglue(multiome),CD56 (bright) NK cells,0.9619255467822296,0.9648641590113332,0.90145251789431
scglue(multiome),classical monocytes,0.864061588085675,0.8647680733249958,0.9677352684202798
scglue(multiome),memory CD4 T cells,0.7426041213405253,0.7548209509747272,0.9756039456970026
scglue(multiome),myeloid DC,0.8473367352085409,0.8463080483189407,0.926956311420448
scglue(multiome),effector CD8 T cells,0.5912505657226635,0.5915009234850115,0.974562675784466
scglue(multiome),non-classical monocytes,0.9370223624496864,0.9269278328272218,0.9607678323156374
scglue(multiome),memory B cells,0.967861779431641,0.9676115584510088,0.9308296784636466
scglue(multiome),CD56 (dim) NK cells,0.9018194485619088,0.8921207883325484,0.9704158969514504
scglue(multiome),naive B cells,0.9728674879567244,0.9756908334035116,0.8734383768634688
scglue(multiome),intermediate monocytes,0.7546033289398126,0.7581973485461011,0.9697009440793596
scVI,naive CD4 T cells,0.6659604503658991,0.6717772622923983,0.9623255614957013
scVI,naive CD8 T cells,0.727949094622959,0.7379747880479447,0.9754495608623448
scVI,CD56 (bright) NK cells,0.9300878580850356,0.933074768505254,0.9541492175091136
scVI,classical monocytes,0.7432080362634885,0.7630632977064755,0.9377339004152568
scVI,memory CD4 T cells,0.7025117804137284,0.7164981436729791,0.9768502940132772
scVI,myeloid DC,0.8543719836137096,0.8656577771575678,0.9474980023142616
scVI,effector CD8 T cells,0.5740373130229768,0.5891995776284827,0.9548472143765347
scVI,non-classical monocytes,0.9022156785708558,0.9084172292692314,0.941698323081521
scVI,memory B cells,0.9445860663514296,0.9477864784265404,0.961374417546882
scVI,CD56 (dim) NK cells,0.857559274945765,0.8576290255239981,0.9406536313771946
scVI,naive B cells,0.9572519649059708,0.9579161234129312,0.9198716706123924
scVI,intermediate monocytes,0.6878819236380999,0.7111596942865874,0.9175588076549084
Seurat(WNN),naive CD4 T cells,0.7936302060991496,0.7800417738453044,0.8752746919943701
Seurat(WNN),naive CD8 T cells,0.582320469443973,0.6034991577037985,0.848515448904672
Seurat(WNN),CD56 (bright) NK cells,0.9075103350752852,0.9097291084514,0.6594825422417172
Seurat(WNN),classical monocytes,0.8817050179975342,0.8877097316261687,0.9300584019451194
Seurat(WNN),memory CD4 T cells,0.763233961966609,0.7694862813463282,0.9355241669395724
Seurat(WNN),myeloid DC,0.8157067216346646,0.8219669386196407,0.7927375301789416
Seurat(WNN),effector CD8 T cells,0.5423565865854445,0.528981156898711,0.9153892735628144
Seurat(WNN),non-classical monocytes,0.8635586537774673,0.750875309243107,0.6471961884180744
Seurat(WNN),memory B cells,0.9231226409876232,0.9180758711503731,0.7238636700318777
Seurat(WNN),CD56 (dim) NK cells,0.828199749161874,0.8415083492448704,0.8189598920931744
Seurat(WNN),naive B cells,0.9036045270810682,0.8982064514426081,0.4496184605272829
Seurat(WNN),intermediate monocytes,0.739830475042968,0.7367406337329255,0.8300105912748251
MinNet,naive CD4 T cells,0.7155333511694926,0.7131042242751435,0.8528500465301108
MinNet,naive CD8 T cells,0.7296952146022347,0.739642570141581,0.9048928125151762
MinNet,CD56 (bright) NK cells,0.9852809422063656,0.9848993962094073,0.8761287122899417
MinNet,classical monocytes,0.8968066298315559,0.9016256826537272,0.7552618078293661
MinNet,memory CD4 T cells,0.7786623690662412,0.7811417572869342,0.952728181371593
MinNet,myeloid DC,0.6800390864697525,0.6939025857123888,0.9385348775631334
MinNet,effector CD8 T cells,0.6266942206702809,0.635067411110057,0.9510038732488006
MinNet,non-classical monocytes,0.8904888300733728,0.8683362356385096,0.809952091130001
MinNet,memory B cells,0.9333669971590828,0.9337204166876508,0.9158040608939292
MinNet,CD56 (dim) NK cells,0.919534939867016,0.9241951798345492,0.928619541323608
MinNet,naive B cells,0.9528205106842152,0.9619168659164468,0.773671620469931
MinNet,intermediate monocytes,0.7304112909115511,0.7324296421425198,0.9578761441002156
MaxFuse,naive CD4 T cells,0.7815206311333562,0.7874182035887599,0.9364809865786063
MaxFuse,naive CD8 T cells,0.8485519679739211,0.8510679924596773,0.937182678553641
MaxFuse,CD56 (bright) NK cells,0.93587438425261,0.9468991913781174,0.8588803849310865
MaxFuse,classical monocytes,0.5903275117815409,0.577354678558181,0.9836385298861696
MaxFuse,memory CD4 T cells,0.6476596211186607,0.6758522417568205,0.93776560110639
MaxFuse,myeloid DC,0.7570654150251972,0.7372991765534707,0.8857048951040225
MaxFuse,effector CD8 T cells,0.5116490360028495,0.526178639578433,0.9550180645221462
MaxFuse,non-classical monocytes,0.891748304174217,0.8732383238404022,0.8943938367373404
MaxFuse,memory B cells,0.8638250803631662,0.880627606880386,0.894882054666138
MaxFuse,CD56 (dim) NK cells,0.8948370863444346,0.896893264178419,0.8713723243395053
MaxFuse,naive B cells,0.9797419609908864,0.9820027443025764,0.8932215691693728
MaxFuse,intermediate monocytes,0.6488335074635231,0.6212955345551595,0.958439708581458
Multigrate,naive CD4 T cells,0.6622082155111273,0.5926575219137717,0.4732953493815012
Multigrate,naive CD8 T cells,0.6713532237800967,0.6162025628885441,0.5040680848420228
Multigrate,CD56 (bright) NK cells,0.9113534358388056,0.8781111088857585,0.3074856699602501
Multigrate,classical monocytes,0.849989529219129,0.8390409963504375,0.489567672181963
Multigrate,memory CD4 T cells,0.7185934432981921,0.5119457975652242,0.3865475292501647
Multigrate,myeloid DC,0.6916489046568643,0.6830844225691314,0.5823883998154116
Multigrate,effector CD8 T cells,0.687611524320714,0.6355829674509279,0.4235161023864987
Multigrate,non-classical monocytes,0.8011822781285489,0.7001563855330353,0.357850579728382
Multigrate,memory B cells,0.9591130254805056,0.9481480999730006,0.4542300596019
Multigrate,CD56 (dim) NK cells,0.8792393037273891,0.8530581412259424,0.2771828314493608
Multigrate,naive B cells,0.9523692962689349,0.9463811317262028,0.4821515352524524
Multigrate,intermediate monocytes,0.7356076791665044,0.7352721855579877,0.3733000287529512
MIDAS,naive CD4 T cells,0.5307343974224341,0.5226640055553142,0.9519940785847878
MIDAS,naive CD8 T cells,0.5153655522991272,0.5117484708334825,0.9617898172838176
MIDAS,CD56 (bright) NK cells,0.8436760808297896,0.8456623821221348,0.9506423579815384
MIDAS,classical monocytes,0.530557014395429,0.5327971752858571,0.9728574695876824
MIDAS,memory CD4 T cells,0.5140728955033511,0.5089201096087288,0.9635842036752592
MIDAS,myeloid DC,0.7459489162882544,0.7353901581383777,0.9375335308831134
MIDAS,effector CD8 T cells,0.4726805406619083,0.4755080678675962,0.9701252167638954
MIDAS,non-classical monocytes,0.7999067204704724,0.8018191512780104,0.9624486098124426
MIDAS,memory B cells,0.7581898540898633,0.7642812747420212,0.94169598124153
MIDAS,CD56 (dim) NK cells,0.7444275074945153,0.749132869277448,0.9389566282203802
MIDAS,naive B cells,0.865266269713632,0.8696376115677735,0.930342741200426
MIDAS,intermediate monocytes,0.5617227841699445,0.5680003155844782,0.987445651014616
scButterfly,naive CD4 T cells,0.8237602150271788,0.8274081421765492,0.8915278951055495
scButterfly,naive CD8 T cells,0.8608174847532223,0.8794524733952631,0.8468209993662715
scButterfly,CD56 (bright) NK cells,0.9661874317563354,0.9650632949124796,0.7665379976149865
scButterfly,classical monocytes,0.9024222134502422,0.910751734988556,0.8203257429212123
scButterfly,memory CD4 T cells,0.8555515287164935,0.8538153834114761,0.9116125838292144
scButterfly,myeloid DC,0.784452750456102,0.7807588871686064,0.8268716630225742
scButterfly,effector CD8 T cells,0.8050886292760342,0.8094378335308157,0.9109692149690928
scButterfly,non-classical monocytes,0.9574383955658512,0.9277097823599132,0.7677812205336241
scButterfly,memory B cells,0.9691645373444436,0.9711838669848096,0.8088609508990248
scButterfly,CD56 (dim) NK cells,0.9457350566935327,0.954851174763098,0.8713162412200911
scButterfly,naive B cells,0.9663843014624166,0.9716438448582626,0.7909411763147034
scButterfly,intermediate monocytes,0.7960319800756556,0.794854753694999,0.842288950120352
MIRA,naive CD4 T cells,0.7693853429660114,0.7641201143272405,0.8424094790304676
MIRA,naive CD8 T cells,0.7922689020026048,0.8120755702021736,0.8278518318041961
MIRA,CD56 (bright) NK cells,0.9350976576727255,0.9268661107137727,0.7332812218993896
MIRA,classical monocytes,0.8937412111950235,0.9115978586717081,0.8224056540149536
MIRA,memory CD4 T cells,0.7862370616686765,0.8004828464918904,0.8947182934999464
MIRA,myeloid DC,0.7679809671640422,0.7370597993136745,0.5991254153445839
MIRA,effector CD8 T cells,0.7519226347373503,0.7581185484786838,0.841649441941832
MIRA,non-classical monocytes,0.9300956011306962,0.8400454807864725,0.49374661643010404
MIRA,memory B cells,0.9681183656471235,0.9678383685896239,0.8497742936305227
MIRA,CD56 (dim) NK cells,0.9229607919583498,0.9210353816338556,0.8298478752116124
MIRA,naive B cells,0.9740404117463491,0.9709587478248906,0.7123790928016258
MIRA,intermediate monocytes,0.7553933091162865,0.7673221202222392,0.8608761188152189
